Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
12.5,Low Fat,0.031176157,Fruits and Vegetables,103.099,OUT018,2009,Medium,Tier 3,Supermarket Type2,722.393
,Low Fat,0.142589751,Household,35.919,OUT027,1985,Medium,Tier 3,Supermarket Type3,585.904
6.905,Regular,0.063850971,Dairy,97.2726,OUT010,1998,,Tier 3,Grocery Store,195.7452
17.75,Regular,0.049634572,Fruits and Vegetables,140.2838,OUT010,1998,,Tier 3,Grocery Store,280.9676
11.65,Regular,0.076278201,Snack Foods,85.1908,OUT017,2007,,Tier 2,Supermarket Type1,671.1264
20.75,Low Fat,0.108879177,Snack Foods,161.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,320.9156
8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.3832
20.5,Low Fat,0.141674844,Starchy Foods,90.7172,OUT013,1987,High,Tier 3,Supermarket Type1,1605.9096
7.1,Low Fat,0.109990885,Fruits and Vegetables,172.908,OUT035,2004,Small,Tier 2,Supermarket Type1,2769.728
9.5,Low Fat,0.0,Hard Drinks,188.9872,OUT017,2007,,Tier 2,Supermarket Type1,1323.6104
15.25,Regular,0.0,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022
,Low Fat,0.032381325,Meat,166.1842,OUT027,1985,Medium,Tier 3,Supermarket Type3,5470.8786
,Low Fat,0.018757586,Health and Hygiene,96.9384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2167.8448
7.42,Regular,0.021617397,Seafood,185.0582,OUT045,2002,,Tier 2,Supermarket Type1,5201.2296
18.75,Low Fat,0.023974769,Dairy,99.0042,OUT017,2007,,Tier 2,Supermarket Type1,694.4294
5.15,Regular,0.061301149,Meat,122.1388,OUT045,2002,,Tier 2,Supermarket Type1,2352.9372
17.5,Low Fat,0.026289984,Snack Foods,253.7356,OUT017,2007,,Tier 2,Supermarket Type1,3815.034
7.39,Low Fat,0.120524922,Others,142.247,OUT045,2002,,Tier 2,Supermarket Type1,2433.499
18.85,LF,0.052054819,Health and Hygiene,189.1846,OUT046,1997,Small,Tier 1,Supermarket Type1,2101.9306
,Low Fat,0.175362333,Baking Goods,158.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4436.8912
12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.642
19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,,Tier 3,Grocery Store,467.3916
7.6,Regular,0.142632186,Starchy Foods,172.3448,OUT049,1999,Medium,Tier 1,Supermarket Type1,4431.5648
9.195,Low Fat,0.048157338,Household,106.1622,OUT045,2002,,Tier 2,Supermarket Type1,2117.244
19.6,Low Fat,0.023951149,Household,105.6964,OUT046,1997,Small,Tier 1,Supermarket Type1,1577.946
16.1,Low Fat,0.034501016,Fruits and Vegetables,255.7356,OUT017,2007,,Tier 2,Supermarket Type1,2543.356
9.1,Low Fat,0.055514919,Household,112.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554
16.35,Low Fat,0.0,Household,198.211,OUT035,2004,Small,Tier 2,Supermarket Type1,2946.165
17.0,Low Fat,0.136008489,Fruits and Vegetables,171.7106,OUT045,2002,,Tier 2,Supermarket Type1,1711.106
19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,OUT013,1987,High,Tier 3,Supermarket Type1,876.1928
17.0,Low Fat,0.126958147,Household,125.8362,OUT017,2007,,Tier 2,Supermarket Type1,2516.724
10.3,Regular,0.030616757,Fruits and Vegetables,112.7176,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528
9.195,Regular,0.130657442,Meat,106.4596,OUT010,1998,,Tier 3,Grocery Store,215.7192
,Regular,0.00799548,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304
,Regular,0.10400212,Canned,79.796,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.696
12.8,Low Fat,0.152377658,Others,108.1938,OUT010,1998,,Tier 3,Grocery Store,428.7752
8.52,LF,0.045291822,Soft Drinks,153.5682,OUT010,1998,,Tier 3,Grocery Store,457.4046
11.1,Low Fat,0.059968347,Fruits and Vegetables,152.8366,OUT045,2002,,Tier 2,Supermarket Type1,1662.5026
5.695,Low Fat,0.065589906,Frozen Foods,258.2646,OUT046,1997,Small,Tier 1,Supermarket Type1,5410.9566
17.6,Regular,0.016024651,Breads,44.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,597.2226
11.65,Regular,0.076002991,Snack Foods,83.4908,OUT045,2002,,Tier 2,Supermarket Type1,503.3448
20.7,Regular,0.12152072,Frozen Foods,118.0466,OUT046,1997,Small,Tier 1,Supermarket Type1,1060.6194
12.85,Low Fat,0.03324652,Snack Foods,172.4422,OUT045,2002,,Tier 2,Supermarket Type1,4483.4972
21.1,Regular,0.020750867,Breakfast,128.7994,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.491
,Low Fat,0.244102315,Snack Foods,148.076,OUT019,1985,Small,Tier 1,Grocery Store,146.476
,Low Fat,0.036213953,Snack Foods,92.5488,OUT027,1985,Medium,Tier 3,Supermarket Type3,2625.9152
10.3,Low Fat,0.195721125,Health and Hygiene,156.463,OUT010,1998,,Tier 3,Grocery Store,312.926
16.7,Low Fat,0.07044068,Dairy,216.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,6275.165
9.395,Regular,0.10039894,Baking Goods,89.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856
16.0,Regular,0.106731895,Baking Goods,183.6634,OUT035,2004,Small,Tier 2,Supermarket Type1,2544.6876
17.85,Low Fat,0.038040837,Soft Drinks,189.1188,OUT017,2007,,Tier 2,Supermarket Type1,3237.1196
9.3,Low Fat,0.175336471,Snack Foods,107.0964,OUT017,2007,,Tier 2,Supermarket Type1,1472.7496
6.11,Regular,0.152262171,Soft Drinks,44.4086,OUT045,2002,,Tier 2,Supermarket Type1,1159.8236
19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,OUT045,2002,,Tier 2,Supermarket Type1,2127.8968
13.8,Low Fat,0.058339153,Dairy,246.2802,OUT018,2009,Medium,Tier 3,Supermarket Type2,1228.401
19.35,reg,0.049712775,Fruits and Vegetables,78.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,1492.7236
15.0,Regular,0.026950104,Baking Goods,220.9456,OUT018,2009,Medium,Tier 3,Supermarket Type2,1768.3648
5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,2002,,Tier 2,Supermarket Type1,1665.8316
,Low Fat,0.007962273,Dairy,174.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5173.266
10.6,Low Fat,0.056911107,Dairy,233.9642,OUT045,2002,,Tier 2,Supermarket Type1,3717.8272
,Low Fat,0.32111501,Fruits and Vegetables,100.77,OUT019,1985,Small,Tier 1,Grocery Store,199.74
7.975,Low Fat,0.014653896,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025
8.97,Low Fat,0.092937216,Household,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,764.3384
,Low Fat,0.096592065,Dairy,54.893,OUT027,1985,Medium,Tier 3,Supermarket Type3,3112.615
6.38,Low Fat,0.015186146,Household,144.947,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528
15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4729.8432
,Low Fat,0.064636203,Baking Goods,90.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113.2492
17.35,Low Fat,0.014691784,Frozen Foods,74.1038,OUT046,1997,Small,Tier 1,Supermarket Type1,960.7494
16.6,Low Fat,0.136286138,Hard Drinks,171.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241.7486
14.85,Regular,0.019550858,Dairy,263.791,OUT045,2002,,Tier 2,Supermarket Type1,4207.856
10.8,Regular,0.048339408,Baking Goods,41.5138,OUT018,2009,Medium,Tier 3,Supermarket Type2,446.7518
5.15,Regular,0.10239789,Meat,122.1388,OUT010,1998,,Tier 3,Grocery Store,495.3552
13.0,Regular,0.045239326,Soft Drinks,174.1054,OUT017,2007,,Tier 2,Supermarket Type1,4377.635
12.3,Regular,0.058234621,Snack Foods,58.7562,OUT045,2002,,Tier 2,Supermarket Type1,592.562
15.6,Regular,0.035506142,Snack Foods,112.4518,OUT046,1997,Small,Tier 1,Supermarket Type1,3301.7022
19.85,Low Fat,0.05410964,Seafood,195.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1970.768
15.7,Low Fat,0.037201127,Soft Drinks,181.7634,OUT013,1987,High,Tier 3,Supermarket Type1,2544.6876
13.15,Regular,0.165328057,Fruits and Vegetables,170.6764,OUT035,2004,Small,Tier 2,Supermarket Type1,3435.528
13.8,Regular,0.014720848,Canned,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1,1516.6924
20.1,Regular,0.0,Frozen Foods,152.2366,OUT010,1998,,Tier 3,Grocery Store,151.1366
19.35,Regular,0.018562604,Snack Foods,110.5544,OUT046,1997,Small,Tier 1,Supermarket Type1,1565.9616
,Regular,0.058542509,Fruits and Vegetables,168.6448,OUT027,1985,Medium,Tier 3,Supermarket Type3,3408.896
9.195,Low Fat,0.048050783,Household,105.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952
18.7,Low Fat,0.0,Snack Foods,256.6672,OUT018,2009,Medium,Tier 3,Supermarket Type2,3068.0064
,Low Fat,0.041621987,Household,253.6014,OUT027,1985,Medium,Tier 3,Supermarket Type3,6630.0364
,Regular,0.058542509,Fruits and Vegetables,188.353,OUT027,1985,Medium,Tier 3,Supermarket Type3,4364.319
17.0,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,,Tier 2,Supermarket Type1,5321.0736
9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809
,Low Fat,0.026933321,Meat,78.467,OUT027,1985,Medium,Tier 3,Supermarket Type3,3292.381
10.1,Low Fat,0.093862362,Household,115.9492,OUT010,1998,,Tier 3,Grocery Store,231.6984
,Regular,0.0,Snack Foods,262.891,OUT019,1985,Small,Tier 1,Grocery Store,788.973
6.865,Low Fat,0.056783389,Snack Foods,214.5218,OUT013,1987,High,Tier 3,Supermarket Type1,2778.3834
20.75,Low Fat,0.089186387,Breakfast,193.3478,OUT013,1987,High,Tier 3,Supermarket Type1,6006.1818
,Regular,0.102295904,Fruits and Vegetables,162.3552,OUT019,1985,Small,Tier 1,Grocery Store,487.3656
,Low Fat,0.21799414,Canned,266.5884,OUT019,1985,Small,Tier 1,Grocery Store,1324.942
7.075,Low Fat,0.097660814,Dairy,141.8128,OUT010,1998,,Tier 3,Grocery Store,143.8128
,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
9.5,Low Fat,0.031346387,Fruits and Vegetables,110.7228,OUT045,2002,,Tier 2,Supermarket Type1,1657.842
14.7,Low Fat,0.020952705,Hard Drinks,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176
19.2,Low Fat,0.100640587,Frozen Foods,112.6886,OUT017,2007,,Tier 2,Supermarket Type1,1779.0176
7.105,Low Fat,0.044991294,Household,59.2562,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.8182
7.6,Regular,0.142410775,Starchy Foods,171.9448,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.7856
8.355,Low Fat,0.187850233,Canned,146.5418,OUT049,1999,Medium,Tier 1,Supermarket Type1,2501.4106
7.905,Low Fat,0.010027885,Snack Foods,249.6408,OUT049,1999,Medium,Tier 1,Supermarket Type1,3254.4304
20.25,Low Fat,0.036326064,Dairy,220.1482,OUT046,1997,Small,Tier 1,Supermarket Type1,3066.6748
12.3,Low Fat,0.0,Baking Goods,37.2874,OUT013,1987,High,Tier 3,Supermarket Type1,705.748
18.2,Low Fat,0.089901774,Fruits and Vegetables,197.511,OUT046,1997,Small,Tier 1,Supermarket Type1,392.822
15.1,Regular,0.0,Fruits and Vegetables,146.2786,OUT010,1998,,Tier 3,Grocery Store,433.4358
4.635,Low Fat,0.141108156,Breads,128.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2698.4874
12.5,Low Fat,0.006775667,Household,42.9112,OUT049,1999,Medium,Tier 1,Supermarket Type1,1022.6688
20.2,Low Fat,0.0,Household,187.1898,OUT013,1987,High,Tier 3,Supermarket Type1,2993.4368
18.35,Low Fat,0.089163056,Household,191.3504,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568
15.1,Low Fat,0.059275452,Household,238.9248,OUT013,1987,High,Tier 3,Supermarket Type1,6636.6944
9.06,Low Fat,0.009776268,Others,213.756,OUT046,1997,Small,Tier 1,Supermarket Type1,1065.28
11.15,Regular,0.105220024,Baking Goods,102.7648,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128
,Low Fat,0.145669556,Frozen Foods,247.2776,OUT019,1985,Small,Tier 1,Grocery Store,743.0328
14.5,Regular,0.041482394,Canned,40.0454,OUT017,2007,,Tier 2,Supermarket Type1,209.727
16.7,Regular,0.03874616,Snack Foods,143.8102,OUT017,2007,,Tier 2,Supermarket Type1,4811.7366
15.5,Low Fat,0.0,Soft Drinks,41.377,OUT017,2007,,Tier 2,Supermarket Type1,649.155
16.0,Low Fat,0.090153756,Dairy,143.2154,OUT045,2002,,Tier 2,Supermarket Type1,1418.154
,Low Fat,0.061753511,Canned,253.3014,OUT019,1985,Small,Tier 1,Grocery Store,510.0028
,Regular,0.141360118,Baking Goods,197.311,OUT019,1985,Small,Tier 1,Grocery Store,392.822
13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,1998,,Tier 3,Grocery Store,159.792
10.1,LF,0.024262772,Canned,117.615,OUT018,2009,Medium,Tier 3,Supermarket Type2,1514.695
8.01,Low Fat,0.070247589,Hard Drinks,37.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.2216
20.6,Regular,0.0,Snack Foods,178.1344,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.688
11.65,Low Fat,0.174049032,Dairy,52.9298,OUT046,1997,Small,Tier 1,Supermarket Type1,647.1576
15.75,Low Fat,0.054884821,Baking Goods,195.3452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068
16.0,Regular,0.029377239,Meat,46.1718,OUT010,1998,,Tier 3,Grocery Store,94.5436
18.35,Low Fat,0.069745165,Hard Drinks,190.2872,OUT010,1998,,Tier 3,Grocery Store,378.1744
19.25,Regular,0.0,Frozen Foods,82.5908,OUT045,2002,,Tier 2,Supermarket Type1,922.7988
18.5,Low Fat,0.034013539,Others,133.2284,OUT045,2002,,Tier 2,Supermarket Type1,2768.3964
20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
5.46,Regular,0.107223632,Fruits and Vegetables,144.8786,OUT049,1999,Medium,Tier 1,Supermarket Type1,3323.0078
17.25,Regular,0.125734578,Breakfast,41.748,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74
,Low Fat,0.014353676,Meat,115.515,OUT027,1985,Medium,Tier 3,Supermarket Type3,1631.21
7.235,Low Fat,0.058121214,Snack Foods,115.8834,OUT035,2004,Small,Tier 2,Supermarket Type1,1382.2008
20.6,Regular,0.047896393,Fruits and Vegetables,185.8556,OUT013,1987,High,Tier 3,Supermarket Type1,1689.8004
7.42,Low Fat,0.02050719,Snack Foods,249.7092,OUT017,2007,,Tier 2,Supermarket Type1,7719.2852
18.35,Low Fat,0.030556922,Health and Hygiene,190.6162,OUT045,2002,,Tier 2,Supermarket Type1,3271.0754
,Regular,0.161030847,Canned,251.2408,OUT019,1985,Small,Tier 1,Grocery Store,1001.3632
14.7,Low Fat,0.072410764,Fruits and Vegetables,48.2034,OUT049,1999,Medium,Tier 1,Supermarket Type1,1020.6714
11.65,Low Fat,0.033830011,Seafood,111.686,OUT013,1987,High,Tier 3,Supermarket Type1,1584.604
8.3,Regular,0.038204311,Dairy,87.7198,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.6158
,Low Fat,0.117607719,Others,55.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,2748.4224
10.695,Regular,0.145253944,Snack Foods,156.8972,OUT010,1998,,Tier 3,Grocery Store,467.3916
20.1,Regular,0.054816926,Fruits and Vegetables,194.282,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.656
17.7,Low Fat,0.012540003,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659
20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824
17.0,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,1987,High,Tier 3,Supermarket Type1,2980.1208
,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
,Low Fat,0.082150145,Dairy,192.9504,OUT027,1985,Medium,Tier 3,Supermarket Type3,7478.2656
20.2,Regular,0.039469737,Breakfast,155.163,OUT017,2007,,Tier 2,Supermarket Type1,782.315
13.35,Regular,0.014656564,Canned,208.5638,OUT045,2002,,Tier 2,Supermarket Type1,2277.7018
13.15,Low Fat,0.036672107,Frozen Foods,182.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,4165.2448
13.35,Low Fat,0.139669224,Frozen Foods,147.6392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096
14.85,Low Fat,0.060967038,Household,254.3698,OUT035,2004,Small,Tier 2,Supermarket Type1,4566.0564
7.42,Regular,0.021573645,Seafood,184.6582,OUT046,1997,Small,Tier 1,Supermarket Type1,5015.4714
8.93,Low Fat,0.028417272,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278
18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,2009,Medium,Tier 3,Supermarket Type2,2375.5744
,Regular,0.159081735,Frozen Foods,193.5478,OUT027,1985,Medium,Tier 3,Supermarket Type3,4649.9472
13.5,Low Fat,0.072965144,Household,160.692,OUT018,2009,Medium,Tier 3,Supermarket Type2,1917.504
9.895,LF,0.060067115,Household,230.6642,OUT046,1997,Small,Tier 1,Supermarket Type1,4647.284
8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,,Tier 2,Supermarket Type1,1764.37
13.5,Low Fat,0.0,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756
16.1,Low Fat,0.023577298,Soft Drinks,192.6846,OUT046,1997,Small,Tier 1,Supermarket Type1,2866.269
13.65,Regular,0.013064516,Fruits and Vegetables,115.5834,OUT045,2002,,Tier 2,Supermarket Type1,1382.2008
,Regular,0.086837543,Frozen Foods,106.2306,OUT027,1985,Medium,Tier 3,Supermarket Type3,2090.612
15.6,Low Fat,0.081562686,Baking Goods,112.7544,OUT017,2007,,Tier 2,Supermarket Type1,1118.544
13.65,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,2009,Medium,Tier 3,Supermarket Type2,5182.5872
14.1,Low Fat,0.087920675,Dairy,228.5668,OUT013,1987,High,Tier 3,Supermarket Type1,1151.834
16.2,Low Fat,0.176175402,Health and Hygiene,184.0608,OUT017,2007,,Tier 2,Supermarket Type1,2021.3688
,Low Fat,0.246678647,Breads,129.7994,OUT019,1985,Small,Tier 1,Grocery Store,385.4982
20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554
,Low Fat,0.02930277,Household,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,5926.2858
12.5,Low Fat,0.10402738,Household,172.2448,OUT017,2007,,Tier 2,Supermarket Type1,1874.8928
10.85,Low Fat,0.162242617,Snack Foods,107.8622,OUT046,1997,Small,Tier 1,Supermarket Type1,1058.622
18.7,Regular,0.0,Frozen Foods,229.201,OUT035,2004,Small,Tier 2,Supermarket Type1,3215.814
,Low Fat,0.077132215,Household,197.411,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33
6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1426.1436
9.1,Low Fat,0.134393836,Household,48.0718,OUT010,1998,,Tier 3,Grocery Store,47.2718
6.135,Low Fat,0.115010655,Soft Drinks,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1288.9888
6.865,Regular,0.03598621,Frozen Foods,244.1486,OUT018,2009,Medium,Tier 3,Supermarket Type2,2687.8346
6.36,Low Fat,0.005978595,Household,163.6526,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682
18.25,Low Fat,0.077659918,Snack Foods,260.2962,OUT013,1987,High,Tier 3,Supermarket Type1,1035.9848
8.6,Low Fat,0.069809115,Household,90.5146,OUT017,2007,,Tier 2,Supermarket Type1,729.7168
13.35,Regular,0.0,Canned,206.9638,OUT017,2007,,Tier 2,Supermarket Type1,7247.233
8.43,Low Fat,0.177694846,Household,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
8.185,Low Fat,0.046673494,Fruits and Vegetables,48.4692,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.2304
10.5,Low Fat,0.011285795,Household,235.8248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464
9.6,Regular,0.014209811,Snack Foods,188.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1701.7848
11.8,Regular,0.014166739,Frozen Foods,178.2344,OUT017,2007,,Tier 2,Supermarket Type1,2854.9504
13.65,Regular,0.078786674,Dairy,184.824,OUT046,1997,Small,Tier 1,Supermarket Type1,3355.632
,Low Fat,0.075707087,Baking Goods,88.183,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.128
7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752
,Regular,0.046544984,Fruits and Vegetables,172.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816
,Regular,0.067543727,Dairy,57.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073.967
19.0,Regular,0.065621523,Fruits and Vegetables,186.5214,OUT035,2004,Small,Tier 2,Supermarket Type1,5275.7992
9.8,Low Fat,0.013841737,Soft Drinks,45.206,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.756
15.5,Regular,0.126199917,Fruits and Vegetables,178.4028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1239.7196
,Regular,0.0,Dairy,196.4794,OUT027,1985,Medium,Tier 3,Supermarket Type3,5852.382
19.25,reg,0.034841089,Canned,141.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,282.2992
16.0,Regular,0.106663245,Baking Goods,179.7634,OUT013,1987,High,Tier 3,Supermarket Type1,4180.5582
7.365,Low Fat,0.042733625,Fruits and Vegetables,226.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,3848.324
,Low Fat,0.078831762,Breads,98.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,3395.58
,Low Fat,0.086326707,Snack Foods,192.6478,OUT019,1985,Small,Tier 1,Grocery Store,387.4956
19.1,Low Fat,0.067569539,Household,43.0796,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194
8.93,Low Fat,0.013253936,Household,56.4614,OUT017,2007,,Tier 2,Supermarket Type1,828.921
19.35,Regular,0.039895009,Soft Drinks,162.4868,OUT013,1987,High,Tier 3,Supermarket Type1,4422.2436
,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112
13.3,Low Fat,0.079791176,Dairy,232.73,OUT035,2004,Small,Tier 2,Supermarket Type1,2796.36
8.695,Low Fat,0.119513002,Household,93.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,856.8846
16.6,Low Fat,0.027556247,Household,176.6344,OUT013,1987,High,Tier 3,Supermarket Type1,1962.7784
10.5,Regular,0.11733375,Baking Goods,164.121,OUT017,2007,,Tier 2,Supermarket Type1,2773.057
16.25,Low Fat,0.078103689,Canned,91.1804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
21.1,Low Fat,0.010602292,Household,235.3958,OUT046,1997,Small,Tier 1,Supermarket Type1,3271.7412
7.105,Low Fat,0.044771473,Household,58.2562,OUT013,1987,High,Tier 3,Supermarket Type1,592.562
12.15,Low Fat,0.242768664,Health and Hygiene,226.5404,OUT010,1998,,Tier 3,Grocery Store,225.0404
,Low Fat,0.113720344,Baking Goods,89.9804,OUT019,1985,Small,Tier 1,Grocery Store,643.1628
13.65,Regular,0.080573371,Frozen Foods,260.1936,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904
21.0,Low Fat,0.049381666,Snack Foods,193.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824
16.7,Low Fat,0.026729068,Household,248.4776,OUT018,2009,Medium,Tier 3,Supermarket Type2,6439.6176
,Regular,0.022403117,Dairy,250.9092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036
,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701
8.6,Low Fat,0.090374342,Household,114.3176,OUT045,2002,,Tier 2,Supermarket Type1,1946.7992
9.3,Low Fat,0.043964058,Hard Drinks,192.3846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4586.0304
11.395,Low Fat,0.009898492,Health and Hygiene,48.8034,OUT045,2002,,Tier 2,Supermarket Type1,777.6544
8.325,Low Fat,0.029845243,Fruits and Vegetables,41.6138,OUT045,2002,,Tier 2,Supermarket Type1,284.2966
13.65,Regular,0.026067434,Snack Foods,78.8302,OUT017,2007,,Tier 2,Supermarket Type1,713.0718
17.5,Regular,0.007551607,Dairy,145.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326
17.75,Regular,0.029821648,Fruits and Vegetables,139.9838,OUT017,2007,,Tier 2,Supermarket Type1,1123.8704
,Low Fat,0.033809913,Canned,180.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,7968.2944
19.35,Regular,0.018667601,Snack Foods,112.9544,OUT017,2007,,Tier 2,Supermarket Type1,2908.2144
,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,4850.353
8.02,Low Fat,0.019901356,Household,157.5972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3427.5384
,Regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.9408
,Regular,0.070349402,Frozen Foods,228.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,7350.432
17.7,Regular,0.122372504,Meat,101.5674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784
15.0,Regular,0.077949334,Meat,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,2133.2232
7.235,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,3340.3186
8.895,Regular,0.039120291,Baking Goods,206.8296,OUT045,2002,,Tier 2,Supermarket Type1,4154.592
,Low Fat,0.026174636,Baking Goods,127.102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
8.895,Low Fat,0.075876602,Hard Drinks,235.9616,OUT017,2007,,Tier 2,Supermarket Type1,1874.8928
8.365,Regular,0.039811272,Fruits and Vegetables,191.3188,OUT013,1987,High,Tier 3,Supermarket Type1,2285.0256
5.82,Low Fat,0.0,Household,169.379,OUT013,1987,High,Tier 3,Supermarket Type1,2376.906
